,stu_id,class,avg_s,avg,mon_count,top,time
5609,16886,0,3.0485438,5.92421052632,19.0,28.5418392709,44.0
5611,16890,0,5.359089674,7.92459016393,61.0,28.7075393538,13.0
5613,16898,0,3.820018904,15.3133333333,45.0,29.0389395195,4.0
5615,16916,0,4.530464037,12.8782608696,46.0,29.7845898923,43.0
5619,16928,0,3.772889306,10.7324324324,37.0,30.2816901408,2.0
5621,16940,0,4.756340956,11.4302777778,72.0,30.7787903894,11.0
5623,16948,0,4.029642857,5.77669902913,103.0,31.1101905551,19.0
5625,16952,0,4.527091988,10.4954545455,44.0,31.2758906379,5.0
5627,16954,0,4.181794195,8.83846153846,26.0,31.3587406794,25.0
5629,16958,0,3.401388206,6.60612244898,49.0,31.5244407622,121.0
5631,16962,0,4.505491525,6.17959183673,98.0,31.6901408451,30.0
5633,16964,0,4.940877551,8.65967741935,62.0,31.7729908865,3.0
5635,16972,0,4.727492877,7.36953125,128.0,32.1043910522,60.0
5639,16978,0,4.0675,10.2430555556,72.0,32.3529411765,21.0
5641,16980,0,2.339342984,7.08620689655,29.0,32.4357912179,39.0
5643,16992,0,3.106819788,7.96,49.0,32.9328914664,191.0
5645,16994,0,3.539625,8.252,75.0,33.0157415079,43.0
5647,16996,0,4.327886435,7.92614942529,174.0,33.0985915493,22.0
5651,17026,0,3.946261216,6.97210526316,38.0,34.3413421707,36.0
5653,17034,0,6.003333333,8.57959183673,49.0,34.6727423364,4.0
5655,17038,0,4.470343699,13.696969697,33.0,34.8384424192,4.0
5657,17044,0,3.954290812,9.37272727273,55.0,35.0869925435,5.0
5659,17048,0,3.237730263,6.06818181818,22.0,35.2526926263,96.0
5661,17056,0,3.898747856,7.42428571429,28.0,35.584092792,24.0
5663,17062,0,4.854110535,11.806779661,59.0,35.8326429163,4.0
5665,17064,0,4.244739583,17.2240740741,54.0,35.9154929577,18.0
5667,17070,0,3.907681159,15.2007692308,26.0,36.164043082,68.0
5669,17086,0,3.682376682,12.2145833333,48.0,36.8268434134,49.0
5671,17102,0,4.238134593,9.95625,16.0,37.4896437448,50.0
5673,17106,0,5.023843188,13.5142857143,63.0,37.6553438277,28.0
5675,17116,0,3.174768,5.15747126437,87.0,38.0695940348,14.0
5677,17122,0,4.479448819,8.98762886598,97.0,38.3181441591,36.0
5679,17128,0,4.148104265,16.4823529412,34.0,38.5666942833,13.0
5681,17140,0,4.971196581,5.88928571429,28.0,0.243783520234,4.0
5683,17148,0,3.673840376,14.0245098039,102.0,0.633837152608,41.0
5685,17150,0,4.431285714,12.2190909091,44.0,0.731350560702,16.0
5687,17164,0,3.835761511,4.89253731343,67.0,1.41394441736,2.0
5689,17168,0,3.23437877,16.865915493,71.0,1.60897123354,43.0
5691,17178,0,4.813325,14.1879310345,58.0,2.09653827401,5.0
5693,17180,0,4.867854985,13.7571428571,49.0,39.8514851485,2.0
5695,17190,0,4.886151316,10.2733333333,108.0,2.58410531448,46.0
5697,17204,0,2.729807281,4.92325581395,43.0,3.26669917114,22.0
5701,17210,0,4.802962963,13.9976744186,43.0,3.55923939542,27.0
5705,17236,0,3.621248186,6.3925,92.0,0.216919739696,2.0
5707,17240,0,3.421942308,7.65,50.0,4.72940029254,33.0
5709,17244,0,3.700672783,13.1674358974,78.0,4.92442710873,73.0
5711,17248,0,3.774332344,9.74615384615,52.0,5.11945392491,104.0
5713,17252,0,3.839919893,9.99696969697,66.0,5.3144807411,72.0
5717,17270,0,3.830447761,14.632,25.0,6.19210141394,32.0
5719,17272,0,4.29687747,8.25714285714,35.0,6.28961482204,58.0
5721,17274,0,3.946061453,7.30428571429,28.0,6.38712823013,14.0
5727,17300,0,3.862511457,12.173,100.0,42.9594272076,73.0
5729,17312,0,4.642658228,10.6836734694,49.0,8.14236957582,3.0
5731,17314,0,3.617198516,6.28,20.0,8.23988298391,42.0
5733,17318,0,5.89969555,10.6086206897,58.0,8.4349098001,66.0
5735,17332,0,3.92686747,10.4742056075,107.0,9.01999024866,48.0
5737,17334,0,3.701853147,10.9540229885,87.0,9.11750365675,14.0
5739,17338,0,3.341837524,7.85360655738,122.0,9.31253047294,43.0
5741,17354,0,3.013515541,7.62039473684,76.0,10.0926377377,29.0
5743,17366,0,5.084708995,7.42380952381,42.0,10.6777181863,25.0
5747,17382,0,4.253294964,6.54545454545,44.0,11.457825451,45.0
5749,17390,0,3.607396088,4.61053333333,75.0,43.4026593931,19.0
5751,17392,0,4.491012048,9.42894736842,76.0,60.6007067138,158.0
5753,17394,0,3.991465378,6.75245901639,61.0,11.8478790834,60.0
5755,17402,0,4.695044723,6.9312195122,41.0,12.2379327157,15.0
5759,17410,0,3.141179173,4.31046511628,86.0,12.6279863481,23.0
5761,17412,0,4.762424677,12.3746666667,120.0,12.7254997562,8.0
5763,17416,0,4.185294118,9.26833333333,84.0,12.9205265724,37.0
5765,17422,0,3.268271277,6.0075,40.0,43.5731333106,26.0
5767,17424,0,4.064264432,7.80111111111,63.0,13.2130667967,28.0
5769,17428,0,4.508864697,10.440625,32.0,13.4080936129,2.0
5771,17432,0,3.420791557,5.75882352941,51.0,13.6031204291,23.0
5773,17434,0,3.573924964,7.73111111111,90.0,13.7006338372,55.0
5775,17436,0,4.008091603,10.0256410256,39.0,13.7981472452,18.0
5777,17456,0,3.963207237,9.21147540984,61.0,14.7732813262,24.0
5779,17460,0,4.507795567,9.82178217822,101.0,14.9683081424,30.0
5781,17474,0,3.789282407,9.509,50.0,15.650901999,56.0
5783,17484,0,3.473460803,7.73548387097,62.0,16.1384690395,29.0
5785,17486,0,4.134875776,9.31449275362,69.0,16.2359824476,6.0
5787,17488,0,2.977607843,10.72,5.0,16.3334958557,59.0
5789,17494,0,2.560266041,11.4715909091,88.0,16.62603608,31.0
5791,17496,0,4.545065217,7.675,40.0,16.7235494881,1.0
5793,17500,0,3.605422139,9.15405405405,37.0,16.9185763042,34.0
5795,17502,0,3.294102902,6.86842105263,19.0,17.0160897123,18.0
5799,17520,0,3.968836898,8.27869822485,169.0,17.8937103852,14.0
5807,17532,0,4.315401929,4.93116883117,77.0,18.4787908337,8.0
5809,17534,0,2.996561014,6.63731343284,67.0,18.5763042418,110.0
5811,17540,0,3.17754591,8.89565217391,23.0,18.8688444661,39.0
5817,17574,0,3.8186,14.4314814815,54.0,20.3315455875,36.0
5819,17586,0,4.76238342,8.68064516129,31.0,20.9166260361,47.0
5823,17618,0,4.563888214,10.0765306122,98.0,22.4768405656,89.0
5825,17630,0,4.234139151,7.25135135135,37.0,22.964407606,28.0
5827,17634,0,3.990296053,5.12,25.0,23.1594344222,58.0
5829,17636,0,4.05272956,8.88780487805,41.0,23.2569478303,29.0
5831,17638,0,4.313639344,5.89806451613,62.0,23.3544612384,16.0
5833,17640,0,3.940613208,7.55416666667,48.0,23.4519746465,8.0
5835,17644,0,3.711661491,8.23571428571,14.0,23.6470014627,2.0
5837,17646,0,3.915869797,9.10689655172,58.0,23.7445148708,26.0
5841,17670,0,4.728156682,7.83529411765,51.0,24.9146757679,65.0
5843,17686,0,3.366527027,6.70833333333,60.0,25.6947830327,20.0
5845,17700,0,3.734266667,6.05316455696,79.0,26.3773768893,15.0
5847,17716,0,3.482743989,8.88227848101,79.0,27.1574841541,12.0
5849,17724,0,3.745385542,7.82258064516,124.0,27.4500243784,14.0
5851,17726,0,3.606016451,9.60288461538,104.0,27.5475377864,12.0
5853,17728,0,3.278106936,10.2703703704,27.0,27.6450511945,6.0
5855,17730,0,3.985129983,24.3027118644,118.0,27.7425646026,4.0
5857,17734,0,5.345338491,7.7703125,128.0,27.9375914188,4.0
5859,17736,0,4.59480303,9.3241025641,195.0,28.0351048269,10.0
5861,17740,0,3.971471264,6.80519774011,177.0,28.2301316431,41.0
5863,17744,0,5.624696532,13.3841935484,62.0,28.4251584593,21.0
5865,17752,0,3.49345191,5.57594936709,79.0,28.8152120917,68.0
5867,17756,0,3.6047,6.49102564103,78.0,28.9127254998,31.0
5869,17760,0,4.451073919,8.63734375,64.0,29.1077523159,27.0
5871,17766,0,3.847827927,10.5853658537,82.0,29.4002925402,107.0
5873,17788,0,4.800352941,13.175,20.0,30.4729400293,4.0
5875,17794,0,5.040626058,16.4027777778,36.0,30.7654802535,6.0
5877,17798,0,4.589381107,13.1596491228,57.0,30.9605070697,55.0
5879,17810,0,4.841492007,10.6567010309,97.0,31.5455875183,14.0
5881,17814,0,3.80547619,12.6424242424,66.0,31.7406143345,15.0
5883,17822,0,3.509793814,6.0701754386,57.0,32.1306679668,23.0
5885,17828,0,3.75476082,5.86803278689,61.0,32.4232081911,6.0
5887,17852,0,3.361410091,9.61379310345,29.0,33.5933690882,20.0
5889,17854,0,3.484129032,7.60102564103,39.0,40.3465346535,53.0
5891,17858,0,3.495106888,8.71454545455,55.0,33.6908824963,49.0
5893,17866,0,3.408692722,7.80256410256,39.0,34.0809361287,58.0
5895,17876,0,4.564897959,14.6358490566,53.0,34.5685031692,2.0
5897,17880,0,3.857754821,8.3671875,64.0,34.7635299854,20.0
5899,17882,0,4.637667343,5.46,55.0,34.8610433935,10.0
5901,17900,0,2.738548896,8.34761904762,42.0,60.74204947,105.0
5903,17906,0,4.038861912,10.3450617284,81.0,35.9336908825,72.0
5907,17910,0,4.801780455,10.6983333333,108.0,36.1287176987,31.0
5911,17914,0,4.154853229,7.97984375,64.0,36.3237445149,17.0
5913,17922,0,3.845876289,7.328125,32.0,36.7137981472,12.0
5915,17930,0,4.753372365,8.93636363636,33.0,37.1038517796,4.0
5919,17936,0,3.944092954,7.99811320755,53.0,37.3963920039,187.0
5921,17940,0,4.385065359,10.5842105263,57.0,37.5914188201,14.0
5923,17942,0,4.669074074,11.0509803922,102.0,37.6889322282,15.0
5927,17950,0,2.237814761,8.74640625,64.0,38.0789858606,31.0
5929,17956,0,4.178881686,9.98470588235,85.0,0.390455531453,11.0
5931,17962,0,3.662076749,13.6434285714,35.0,0.650759219089,54.0
5933,17966,0,4.016686747,9.4854368932,103.0,45.5506307535,5.0
5935,17968,0,3.422658683,4.71691176471,136.0,0.824295010846,40.0
5937,17970,0,5.86860687,6.84576271186,59.0,0.911062906725,15.0
5941,17978,0,3.536738132,7.47333333333,84.0,1.25813449024,24.0
5943,17982,0,4.407884187,10.1096,125.0,1.431670282,26.0
5949,18002,0,3.478412903,11.997704918,61.0,45.8233890215,106.0
5951,18004,0,4.850780911,14.8852941176,34.0,2.2125813449,22.0
5953,18012,0,5.05377176,9.41232876712,73.0,2.55965292842,31.0
5955,18022,0,4.019561815,9.87692307692,26.0,2.99349240781,78.0
5957,18026,0,3.93923913,8.76666666667,45.0,3.16702819957,6.0
5959,18030,0,3.744676923,6.2,9.0,3.34056399132,116.0
5961,18032,0,3.470539359,8.44193548387,62.0,3.4273318872,7.0
5963,18034,0,3.859455677,7.1471942446,139.0,3.51409978308,26.0
5965,18038,0,3.758310559,10.2291666667,24.0,3.68763557484,11.0
5967,18042,0,4.105429448,5.003125,32.0,3.86117136659,7.0
5969,18044,0,4.427423313,7.28181818182,33.0,3.94793926247,10.0
5971,18046,0,3.227241379,6.08493150685,73.0,4.03470715835,260.0
5979,18068,0,4.9029375,9.09083333333,72.0,4.90238611714,2.0
5981,18070,0,4.327725694,8.11224489796,49.0,4.98915401302,71.0
5983,18076,0,3.914463972,6.45656565657,99.0,5.16268980477,26.0
5985,18078,0,3.591129272,4.78253968254,63.0,5.24945770065,83.0
5987,18092,0,4.921811224,8.33275862069,116.0,5.8568329718,2.0
5989,18094,0,4.653631124,10.0903225806,217.0,5.94360086768,2.0
5991,18096,0,4.591956522,13.3118811881,101.0,6.03036876356,11.0
5995,18112,0,4.064933628,7.54814814815,54.0,6.72451193059,7.0
5997,18118,0,3.568575163,7.23578947368,38.0,6.98481561822,129.0
5999,18120,0,4.241848185,6.23384615385,65.0,7.0715835141,34.0
6001,18130,0,3.84517301,6.41395348837,43.0,7.50542299349,6.0
6003,18136,0,4.71625731,10.8436893204,103.0,7.76572668113,42.0
6005,18148,0,4.709853211,5.39450549451,91.0,8.19956616052,3.0
6007,18150,0,3.494200508,8.76923076923,65.0,8.2863340564,26.0
6009,18154,0,5.592338569,12.9593023256,86.0,8.45986984816,25.0
6011,18156,0,3.315158184,7.90192307692,52.0,8.54663774403,37.0
6013,18162,0,3.380855263,5.88305084746,59.0,38.9809444905,33.0
6015,18164,0,4.118202055,7.71,80.0,8.80694143167,8.0
6017,18166,0,5.294689826,8.69194915254,118.0,8.89370932755,7.0
6019,18172,0,5.173192661,11.0744186047,43.0,9.15401301518,15.0
6021,18176,0,3.302855297,5.77173184358,179.0,9.32754880694,67.0
6023,18188,0,4.479982487,7.80698924731,93.0,9.84815618221,4.0
6025,18194,0,3.706575931,3.18358208955,67.0,10.1084598698,39.0
6027,18198,0,4.374395448,9.69487179487,78.0,10.2819956616,54.0
6029,18200,0,4.161406959,13.153125,96.0,10.3687635575,12.0
6031,18214,0,4.20357473,8.07583892617,149.0,10.9761388286,26.0
6033,18224,0,4.751274686,10.75875,24.0,11.409978308,14.0
6035,18230,0,4.336388527,10.045505618,178.0,11.6702819957,3.0
6039,18244,0,3.646842105,8.92432432432,37.0,12.2776572668,51.0
6041,18250,0,4.617974026,10.2246153846,65.0,12.5379609544,13.0
6043,18256,0,2.263019892,4.8,27.0,12.7982646421,92.0
6045,18260,0,5.080063291,10.5256410256,117.0,12.9718004338,8.0
6051,18272,0,4.088632075,12.3793939394,33.0,13.4924078091,6.0
6055,18286,0,4.319746193,14.8189189189,74.0,14.0997830803,4.0
6061,18300,0,3.147571644,6.82820512821,39.0,14.7071583514,129.0
6063,18302,0,4.1271875,8.07826086957,69.0,14.7939262473,29.0
6065,18306,0,5.427452991,9.70510948905,137.0,14.967462039,4.0
6067,18308,0,3.305749354,5.81942446043,139.0,15.0542299349,14.0
6069,18310,0,4.124787879,8.90168067227,119.0,15.1409978308,19.0
6071,18316,0,3.318076923,9.85217391304,69.0,15.4013015184,51.0
6073,18330,0,3.966088632,10.4572254335,173.0,15.9219088937,18.0
6075,18334,0,4.367855626,13.7043956044,91.0,16.0954446855,47.0
6077,18336,0,3.177580026,9.30217391304,46.0,16.1822125813,7.0
6079,18356,0,4.4765,6.875,148.0,41.3366336634,92.0
6081,18358,0,3.487236615,5.62983606557,61.0,17.0498915401,41.0
6083,18360,0,4.412630174,10.7402777778,72.0,17.136659436,16.0
6085,18364,0,3.33926513,10.19,40.0,17.3101952278,18.0
6087,18378,0,2.819971871,9.77777777778,36.0,17.9175704989,36.0
6089,18384,0,3.787618343,6.86692307692,130.0,18.1778741866,4.0
6091,18386,0,3.35537415,11.7120689655,116.0,18.2646420824,42.0
6093,18400,0,3.356851852,10.8813953488,43.0,18.8720173536,7.0
6097,18406,0,5.029768392,9.00390625,128.0,19.1323210412,32.0
6099,18412,0,4.489361371,23.775,20.0,19.3926247289,3.0
6103,18436,0,3.3717875,9.77142857143,28.0,20.4338394794,14.0
6105,18442,0,4.494183007,6.79714285714,105.0,20.694143167,10.0
6107,18444,0,4.095467225,10.1447761194,67.0,20.7809110629,12.0
6109,18446,0,4.511482412,7.50648148148,108.0,20.8676789588,17.0
6111,18460,0,3.326719682,10.1782608696,23.0,21.4750542299,5.0
6113,18462,0,3.472253829,9.80408163265,49.0,21.5618221258,31.0
6115,18466,0,3.920016447,8.48253968254,63.0,21.7353579176,38.0
6117,18470,0,3.691300366,11.8736842105,19.0,21.9088937093,20.0
6119,18474,0,4.213600655,11.7333333333,30.0,22.0824295011,2.0
6121,18476,0,4.207905983,5.49137931034,58.0,22.169197397,16.0
6123,18478,0,3.602478485,14.48075,80.0,22.2559652928,2.0
6125,18484,0,3.625921053,13.1361111111,36.0,22.5162689805,4.0
6127,18492,0,4.084952153,7.87948717949,78.0,22.863340564,5.0
6129,18496,0,4.264483516,10.1209090909,99.0,23.0368763557,7.0
6131,18504,0,4.13416476,7.26153846154,52.0,23.3839479393,20.0
6133,18506,0,5.256354515,11.4111111111,27.0,23.4707158351,5.0
6135,18512,0,4.356064103,7.31530612245,98.0,23.7310195228,20.0
6137,18518,0,4.124342857,6.59827586207,174.0,23.9913232104,22.0
6139,18528,0,3.983216561,8.37580645161,62.0,24.4251626898,59.0
6141,18532,0,6.936415712,11.390625,192.0,24.5986984816,3.0
6143,18536,0,5.298651685,9.584,75.0,24.7722342733,31.0
6145,18538,0,4.68966736,7.57382198953,191.0,24.8590021692,84.0
6147,18540,0,3.890452555,9.26352941176,102.0,24.9457700651,29.0
6149,18550,0,4.313217593,7.30126582278,79.0,25.3796095445,14.0
6151,18558,0,3.217983471,7.9012987013,77.0,25.726681128,55.0
6153,18564,0,4.641346445,9.71666666667,18.0,25.9002169197,64.0
6155,18570,0,4.712130898,11.1145833333,48.0,26.1605206074,65.0
6157,18572,0,4.293065015,20.57,30.0,26.2472885033,22.0
6159,18574,0,4.551305732,10.7461538462,52.0,26.3340563991,12.0
6161,18582,0,4.581057348,5.80847457627,59.0,26.5943600868,48.0
6165,18586,0,4.651186047,8.27567567568,37.0,26.7678958785,37.0
6167,18594,0,6.677111111,17.0336206897,58.0,27.0281995662,14.0
6169,18600,0,3.902309028,7.91209302326,43.0,27.2885032538,27.0
6171,18606,0,3.554387001,17.365,56.0,27.5488069414,14.0
6173,18618,0,3.789881657,11.0867924528,53.0,28.0694143167,13.0
6175,18620,0,3.77035533,8.00333333333,42.0,28.1561822126,8.0
6177,18626,0,3.75908046,12.7635036496,137.0,28.4164859002,14.0
6179,18628,0,3.001519824,8.74464285714,56.0,28.5032537961,14.0
6183,18652,0,4.323322476,13.5346666667,30.0,29.5444685466,23.0
6185,18654,0,3.857408284,8.93333333333,69.0,29.6312364425,11.0
6187,18656,0,4.855836299,10.2413043478,46.0,29.7180043384,60.0
6189,18664,0,4.269636364,10.7808988764,89.0,30.0650759219,7.0
6191,18676,0,3.053445567,8.27857142857,70.0,30.5856832972,25.0
6193,18680,0,4.24943958,8.8347826087,69.0,30.7592190889,10.0
6195,18682,0,4.704552239,8.10245901639,122.0,30.8459869848,72.0
6197,18686,0,3.792348243,12.8819672131,61.0,31.0195227766,27.0
6199,18688,0,3.252214941,8.21551724138,58.0,31.1062906725,4.0
6201,18690,0,2.567661406,6.98372093023,43.0,31.1930585683,7.0
6203,18696,0,4.985853659,13.8941916168,167.0,31.453362256,19.0
6205,18700,0,3.305372671,5.59565217391,23.0,31.6268980477,15.0
6207,18702,0,3.932341772,10.4637931034,116.0,31.7136659436,5.0
6209,18704,0,3.374362881,5.303125,32.0,31.8004338395,37.0
6211,18716,0,3.843476969,7.51527777778,72.0,32.3210412148,17.0
6213,18720,0,3.415548061,7.36526315789,76.0,32.4945770065,23.0
6219,18728,0,3.879433962,18.1582089552,67.0,32.84164859,21.0
6223,18738,0,4.308093385,13.4655555556,36.0,33.2754880694,13.0
6229,18756,0,4.061634783,9.57857142857,70.0,34.0563991323,56.0
6231,18758,0,3.363454259,7.48,87.0,34.1431670282,26.0
6235,18764,0,4.116778169,12.7846153846,39.0,34.4034707158,33.0
6237,18770,0,4.050860215,8.64745762712,118.0,34.6637744035,93.0
6239,18774,0,3.391492921,14.0,36.0,34.8373101952,11.0
6243,18790,0,4.136214511,12.993814433,97.0,35.5314533623,10.0
6247,18796,0,4.053135215,15.3371794872,78.0,35.7917570499,13.0
6249,18798,0,3.062836158,8.21929824561,57.0,35.8785249458,56.0
6253,18802,0,4.767447917,8.72647058824,102.0,36.0520607375,13.0
6255,18806,0,3.550461538,6.30173913043,115.0,36.2255965293,14.0
6257,18814,0,3.401895735,11.0975,40.0,36.5726681128,44.0
6259,18820,0,3.409773585,8.35652173913,23.0,36.8329718004,22.0
6261,18828,0,3.973771626,9.10115606936,173.0,37.1800433839,25.0
6263,18832,0,4.769361022,11.9354285714,175.0,37.3535791757,2.0
6265,18836,0,2.492035794,7.28157894737,38.0,37.5271149675,74.0
6267,18838,0,4.119241467,11.8896373057,193.0,37.6138828633,56.0
6269,18840,0,2.914466463,9.37391304348,23.0,37.7006507592,17.0
6271,18844,0,4.158181818,8.62307692308,65.0,37.874186551,18.0
6273,18860,0,4.252715232,9.47272727273,99.0,38.4815618221,31.0
6275,18864,0,4.5516,6.788,75.0,38.6550976139,11.0
6277,18866,0,3.607857143,9.14625,48.0,38.7418655098,4.0
6279,18878,0,3.117484756,6.74920634921,63.0,39.262472885,5.0
6281,18880,0,3.440629213,5.6987804878,82.0,39.3492407809,17.0
6283,18892,0,3.803974194,12.15,20.0,1.74326465927,50.0
6285,18896,0,3.613072702,6.88979591837,49.0,2.37717908082,45.0
6287,18906,0,3.549153953,7.94166666667,36.0,3.96196513471,11.0
6289,18934,0,1.981307779,6.284375,32.0,8.39936608558,7.0
6291,18936,0,2.519670103,13.3375,40.0,8.71632329635,17.0
6293,18940,0,2.383136986,10.5594202899,69.0,9.35023771791,37.0
6295,18944,0,3.117140625,7.4,37.0,38.2740126767,4.0
6297,18948,0,4.77885,11.0833333333,48.0,10.3011093502,6.0
6299,18954,0,4.268129496,8.18048780488,41.0,10.9350237718,6.0
6301,18960,0,5.437513043,9.26355932203,118.0,11.8858954041,36.0
6303,18970,0,4.539254032,8.29846153846,195.0,13.470681458,1.0
6305,18972,0,5.445016556,9.12177419355,124.0,13.7876386688,25.0
6307,18976,0,3.720398162,6.74285714286,21.0,14.4215530903,36.0
6309,18982,0,4.957165842,9.87659574468,141.0,15.3724247227,13.0
6313,18988,0,4.795037369,6.88536585366,41.0,0.519210799585,8.0
6317,18994,0,3.686327116,8.55490196078,51.0,16.9572107765,1.0
6319,19006,0,2.705468998,14.7344827586,29.0,18.5419968304,94.0
6321,19010,0,2.847221571,6.33571428571,56.0,19.175911252,69.0
6323,19020,0,3.911666667,9.17611464968,314.0,20.7606973059,1.0
6325,19024,0,4.265990854,10.3709589041,219.0,21.3946117274,10.0
6327,19028,0,3.805123367,6.4132183908,87.0,22.028526149,37.0
6331,19042,0,4.195957121,6.53270440252,159.0,23.9302694136,109.0
6333,19044,0,3.538915344,8.88260869565,23.0,24.2472266244,66.0
6335,19046,0,4.558126273,10.2853932584,89.0,24.5641838352,18.0
6337,19056,0,4.815592105,12.3611111111,36.0,26.1489698891,57.0
6339,19058,0,2.606548507,4.66666666667,39.0,26.4659270998,41.0
6341,19062,0,4.62715035,9.82465753425,73.0,27.0998415214,8.0
6345,19098,0,3.920846457,9.53461538462,52.0,32.4881141046,37.0
6349,19110,0,4.368525122,8.21944444444,36.0,34.3898573693,13.0
6351,19118,0,3.931187271,9.11234567901,81.0,35.6576862124,136.0
6353,19120,0,2.750468384,7.34333333333,30.0,35.9746434231,120.0
6355,19122,0,5.006252927,13.0465714286,105.0,0.823723228995,24.0
6357,19126,0,3.450992366,9.62355555556,90.0,1.48270181219,20.0
6359,19130,0,6.924161491,12.4705376344,93.0,2.14168039539,19.0
6361,19134,0,4.642086721,8.66739130435,92.0,2.47116968699,76.0
6363,19136,0,5.687272727,15.6175,120.0,2.80065897858,9.0
6365,19140,0,4.262172524,7.2914893617,94.0,3.45963756178,25.0
6367,19144,0,4.061643454,7.18163265306,49.0,4.11861614498,52.0
6369,19146,0,4.852934783,8.20547945205,73.0,4.44810543657,108.0
6371,19148,0,4.913281596,7.81935483871,31.0,4.77759472817,342.0
6373,19150,0,2.864904215,8.03921568627,51.0,5.10708401977,119.0
6375,19152,0,3.808639847,7.98235294118,51.0,5.43657331137,4.0
6377,19168,0,3.973676815,6.12708333333,48.0,0.691562932227,18.0
6379,19170,0,3.85502994,8.33513513514,37.0,8.07248764415,2.0
6381,19186,0,4.151694444,9.91891891892,37.0,10.0494233937,163.0
6383,19196,0,3.776107091,8.43111111111,45.0,11.6968698517,33.0
6385,19200,0,4.067793103,9.65161290323,31.0,12.3558484349,25.0
6387,19202,0,3.967061469,9.54225806452,31.0,12.6853377265,70.0
6389,19204,0,4.179546875,7.3431372549,51.0,13.0148270181,33.0
6391,19212,0,4.626459459,11.2,36.0,14.0032948929,37.0
6393,19218,0,4.036219136,10.9784090909,44.0,14.9917627677,9.0
6397,19224,0,3.085778961,5.47023809524,84.0,15.9802306425,80.0
6399,19228,0,2.760477987,6.68481012658,79.0,16.6392092257,65.0
6403,19238,0,5.40462069,5.54210526316,38.0,17.6276771005,11.0
6405,19242,0,5.241788491,14.7540540541,74.0,39.0637945319,63.0
6407,19250,0,3.625073892,7.0652173913,23.0,19.2751235585,58.0
6411,19258,0,3.640311927,4.4,38.0,20.2635914333,8.0
6413,19266,0,4.121143411,5.2875,96.0,21.5815485997,18.0
6415,19272,0,4.109946237,7.87733333333,75.0,22.5700164745,4.0
6417,19274,0,3.077575758,9.95263157895,57.0,22.8995057661,46.0
6419,19282,0,3.643586498,7.75057471264,87.0,24.2174629325,6.0
6421,19288,0,3.56947121,8.39223300971,103.0,25.2059308072,48.0
6423,19290,0,4.026980273,8.36344827586,87.0,25.5354200988,19.0
6425,19298,0,4.707116935,13.4148148148,27.0,26.8533772652,23.0
6427,19300,0,4.970745921,11.7823529412,17.0,27.1828665568,4.0
6429,19306,0,3.244772727,8.73103448276,29.0,28.1713344316,38.0
6431,19310,0,3.512835821,11.5311111111,45.0,28.8303130148,29.0
6435,19338,0,1.971793785,8.87384615385,65.0,41.2612612613,181.0
6437,19340,0,4.125449102,13.0510638298,47.0,33.4431630972,123.0
6439,19346,0,3.718103093,6.3,37.0,34.431630972,126.0
6441,19348,0,3.904845735,11.3338983051,59.0,34.7611202636,24.0
6443,19368,0,3.18845655,6.08387096774,31.0,38.0560131796,28.0
6445,19376,0,4.049907236,9.81944444444,108.0,39.0444810544,1.0
6447,19386,0,3.592461322,8.37142857143,63.0,40.6919275124,8.0
6449,19388,0,3.613461538,10.5712195122,82.0,41.021416804,4.0
6453,19396,0,3.112764787,8.18157894737,38.0,42.3393739703,116.0
6455,19400,0,3.579642302,8.34230769231,78.0,42.9983525535,73.0
6457,19402,0,3.58665362,12.0760869565,46.0,43.3278418451,37.0
6459,19404,0,4.412243976,6.87209302326,43.0,1.20274914089,43.0
6461,19406,0,3.839566667,12.8979591837,49.0,1.54639175258,32.0
6463,19410,0,4.498576329,12.6034482759,29.0,2.23367697595,42.0
6465,19414,0,3.186678571,6.27868852459,61.0,2.92096219931,147.0
6467,19416,0,2.996386688,11.9111111111,18.0,3.264604811,65.0
6469,19424,0,4.437651515,10.6528571429,70.0,4.63917525773,6.0
6471,19430,0,2.732170051,9.05625,32.0,5.67010309278,13.0
6473,19434,0,3.518424437,13.8620689655,58.0,6.35738831615,2.0
6475,19438,0,3.418141762,13.61,70.0,7.04467353952,14.0
6477,19440,0,4.501616,11.3326923077,130.0,7.3883161512,15.0
6479,19442,0,3.550047022,5.95555555556,18.0,7.73195876289,22.0
6481,19460,0,4.76220765,9.34545454545,88.0,10.824742268,28.0
6483,19466,0,5.505905325,10.5101960784,51.0,11.8556701031,11.0
6485,19472,0,4.441516129,8.71525423729,59.0,12.8865979381,4.0
6487,19474,0,5.929610136,13.3509803922,51.0,13.2302405498,10.0
6489,19482,0,2.415147783,8.06842105263,57.0,14.6048109966,59.0
6493,19498,0,4.149652174,9.18421052632,19.0,17.35395189,65.0
6495,19508,0,4.317231467,13.0721428571,56.0,19.0721649485,46.0
6497,19520,0,5.045936795,11.3282051282,39.0,21.1340206186,7.0
6499,19522,0,5.503100159,5.65238095238,63.0,21.4776632302,43.0
6503,19530,0,3.442323838,9.75142857143,70.0,22.852233677,51.0
6505,19532,0,4.948533724,6.428125,64.0,23.1958762887,10.0
6507,19534,0,3.931261872,8.2265625,64.0,23.5395189003,52.0
6509,19538,0,2.689023622,5.66923076923,52.0,24.2268041237,93.0
6511,19540,0,2.639781931,5.28181818182,22.0,24.5704467354,73.0
6513,19544,0,5.854934783,11.7594059406,101.0,25.2577319588,25.0
