,stu_id,class,avg_s,avg_c,mon_count_c,topN,times
7925,23712,0,3.6,28.0,1.0,,
7926,23713,0,4.414806867,9.579166667,144.0,75.5881350153,6.0
7927,23718,0,5.058333333,,,,
7928,23719,0,3.328959391,3.963793103,58.0,75.6904193658,65.0
7929,23720,0,5.783333333,23.78333333,12.0,,
7930,23721,0,4.453231198,7.588118812,101.0,75.7586089328,86.0
7931,23724,0,3.55,14.5,4.0,,
7932,23725,0,3.369171975,6.504854369,103.0,75.8267984998,
7933,23726,0,5.18,28.0,1.0,,
7934,23727,0,2.876728307,7.8,35.0,75.8608932833,11.0
7935,23728,0,3.55,,,,
7936,23729,0,3.867799753,5.682075472,106.0,75.8949880668,79.0
7937,23730,0,7.083333333,4.84,5.0,,
7938,23731,0,4.433011364,5.829757785,289.0,75.9631776338,4.0
7939,23738,0,3.9625,5.633333333,3.0,,
7940,23739,0,4.276245847,6.221511628,258.0,76.0995567678,26.0
7941,23740,0,2.566666667,3.4,2.0,,
7942,23741,0,4.028135922,6.7375,32.0,76.1677463348,33.0
7943,23742,0,3.914285714,9.033333333,3.0,,
7944,23743,0,4.312565056,10.56261905,336.0,76.2018411183,22.0
7945,23750,0,8.6,4.683333333,6.0,,
7946,23751,0,5.279947735,8.660126582,158.0,76.3723150358,
7947,23760,0,4.966666667,,,,
7948,23761,0,5.057126168,9.425128205,78.0,76.5768837368,10.0
7949,23772,0,3.8,15.6,2.0,,
7950,23773,0,4.683910714,7.927638191,199.0,76.8155472213,4.0
7951,23774,0,7.266666667,,,,
7952,23775,0,5.952111554,8.452380952,42.0,76.8496420048,8.0
7953,23778,0,4.377777778,,,,
7954,23779,0,3.644051724,6.596103896,154.0,76.9178315718,25.0
7955,23780,0,7.0,8.65,2.0,,
7956,23781,0,5.23448062,9.411382114,123.0,76.9860211388,36.0
7957,23784,0,4.946153846,2.0,1.0,,
7958,23785,0,4.665725389,10.07856557,244.0,77.0542107058,5.0
7959,23786,0,3.383333333,,,,
7960,23787,0,4.252744361,6.129411765,17.0,77.0883054893,21.0
7961,23788,0,3.954545455,2.0,1.0,,
7962,23789,0,4.237683706,7.907556391,266.0,77.1224002728,24.0
7963,23792,0,6.1,,,,
7964,23793,0,4.688207965,5.219571865,327.0,77.2246846233,14.0
7965,23796,0,4.3625,3.6,1.0,,
7966,23797,0,4.029398585,6.226984127,189.0,77.2928741902,34.0
7967,23800,0,3.724705882,,,,
7968,23801,0,4.039771863,9.344736842,38.0,77.3951585407,15.0
7969,23808,0,5.05,66.1,1.0,,
7970,23809,0,4.389976247,6.082222222,90.0,77.5315376747,33.0
7971,23810,0,5.417884615,17.37777778,9.0,,
7972,23811,0,6.876961039,12.50181818,55.0,77.5997272417,
7973,23812,0,5.833333333,39.81111111,9.0,,
7974,23813,0,3.91358047,12.63669725,109.0,77.6338220252,
7975,23818,0,3.578571429,,,,
7976,23819,0,5.532219388,5.448701299,154.0,77.7361063757,57.0
7977,23820,0,3.803333333,17.95,2.0,,
7978,23821,0,3.799588551,8.528378378,74.0,77.8042959427,14.0
7979,23824,0,3.888571429,12.3,2.0,,
7980,23825,0,5.549824561,8.381132075,212.0,40.2907580478,11.0
7981,23828,0,4.961428571,35.58,5.0,,
7982,23829,0,4.19702,7.078142077,183.0,77.9065802932,43.0
7983,23834,0,6.233333333,,,,
7984,23835,0,3.613508137,11.43575758,66.0,78.0429594272,13.0
7985,23844,0,15.5,,,,
7986,23845,0,5.13820132,10.3475,100.0,78.2475281282,7.0
7987,23846,0,6.05625,4.5,1.0,,
7988,23847,0,5.116551724,9.595409836,305.0,78.2816229117,62.0
7989,23864,0,4.483333333,18.65,4.0,,
7990,23865,0,4.411834171,11.45470085,117.0,78.6566655302,7.0
7991,23866,0,5.63,12.7,2.0,,
7992,23867,0,4.989647059,8.866875,160.0,78.6907603137,6.0
7993,23868,0,2.775,8.0,2.0,,
7994,23869,0,5.01009311,8.865192308,208.0,78.7248550972,12.0
7995,23872,0,7.888888889,14.58,5.0,,
7996,23873,0,5.106557789,12.93612,250.0,78.8271394477,5.0
7997,23878,0,8.085,,,,
7998,23879,0,4.899170507,18.83333333,63.0,78.9294237982,16.0
7999,23880,0,16.75,,,,
8000,23881,0,4.413,10.98625,160.0,78.9976133652,36.0
8001,23882,0,2.475,,,,
8002,23883,0,2.405598349,8.471052632,38.0,79.0317081487,18.0
8003,23884,0,7.25,,,,
8004,23885,0,3.336163194,6.838571429,140.0,79.0658029322,12.0
8005,23888,0,3.2,,,,
8006,23889,0,5.450014793,6.455376344,186.0,79.1339924991,16.0
8007,23892,0,3.416666667,35.4,2.0,,
8008,23893,0,4.317578864,8.803902439,205.0,79.2362768496,16.0
8009,23898,0,3.86,,,,
8010,23899,0,4.966718028,5.933442623,183.0,79.3385612001,32.0
8011,23902,0,7.390909091,23.05,2.0,,
8012,23903,0,3.940766002,5.830172414,232.0,79.4408455506,24.0
8013,23904,0,6.866666667,7.733333333,3.0,,
8014,23905,0,4.575913313,13.54097859,327.0,79.4749403341,
8015,23908,0,2.725,16.0,2.0,,
8016,23909,0,5.525814649,6.588333333,60.0,79.5431299011,
8017,23910,0,4.0,,,,
8018,23911,0,5.667851351,8.558293839,211.0,79.6113194681,29.0
8019,23916,0,4.5,,,,
8020,23917,0,3.791535433,5.525136612,183.0,79.7136038186,30.0
8021,23924,0,4.404347826,,,,
8022,23925,0,4.549188791,4.362485876,177.0,79.8840777361,43.0
8023,23926,0,18.08,17.0,2.0,,
8024,23927,0,4.881913043,6.87816092,261.0,79.9181725196,10.0
8025,23932,0,4.733333333,,,,
8026,23933,0,4.902436975,9.216336634,202.0,80.0545516536,22.0
8027,23936,0,10.0,,,,
8028,23937,0,4.673005249,6.374299065,214.0,80.1227412206,56.0
8029,23938,0,4.626666667,29.5,1.0,,
8030,23939,0,5.053926554,8.107647059,170.0,80.1568360041,18.0
8031,23940,0,5.78,7.3,1.0,,
8032,23941,0,4.077090069,10.12285714,35.0,80.2250255711,4.0
8033,23946,0,6.357142857,16.45,2.0,,
8034,23947,0,4.372872063,6.295555556,180.0,80.3273099216,53.0
8035,23950,0,4.866666667,,,,
8036,23951,0,4.386156863,4.938245614,285.0,80.4295942721,
8037,23956,0,5.0,,,,
8038,23957,0,4.221908163,13.61403509,57.0,80.5318786226,
8039,23958,0,8.25,0.9,1.0,,
8040,23959,0,4.242201987,6.839872611,157.0,80.5659734061,14.0
8041,23962,0,2.658,26.6,1.0,,
8042,23963,0,4.138361153,4.45483871,93.0,80.6682577566,110.0
8043,23964,0,4.0,,,,
8044,23965,0,4.700392157,7.911666667,120.0,80.7023525401,120.0
8045,23984,0,2.566666667,19.9,1.0,,
8046,23985,0,3.586537585,7.330087719,114.0,81.111489942,38.0
8047,23986,0,5.255555556,18.53333333,3.0,,
8048,23987,0,5.102751323,10.2708,100.0,81.1455847255,46.0
8049,23994,0,6.0,20.5,3.0,,
8050,23995,0,5.367550562,10.71632653,147.0,81.316058643,4.0
8051,23996,0,4.9125,,,,
8052,23997,0,5.566681614,11.02222222,45.0,81.3501534265,8.0
8053,23998,0,5.85,8.8,1.0,,
8054,23999,0,4.469979036,8.433333333,141.0,81.38424821,1.0
8055,24000,0,6.29375,,,,
8056,24001,0,5.023658088,9.241702128,141.0,81.452437777,19.0
8057,24008,0,4.39,,,,
8058,24009,0,4.755693548,7.061971831,142.0,81.588816911,12.0
8059,24010,0,3.56,12.0,1.0,,
8060,24011,0,3.97723741,7.909464286,112.0,81.657006478,
8061,24016,0,3.614285714,,,,
8062,24017,0,4.95881104,7.70754717,106.0,81.7592908285,59.0
8063,24024,0,7.85,,,,
8064,24025,0,4.138892562,5.290508475,59.0,81.929764746,122.0
8065,24028,0,3.873571429,18.25,6.0,,
8066,24029,0,4.545299539,8.670758123,277.0,81.997954313,88.0
8067,24030,0,4.3,16.0,7.0,,
8068,24031,0,4.8654,6.981711027,263.0,82.06614388,30.0
8069,24034,0,,,,,
8070,24035,0,4.190896552,6.793181818,396.0,82.134333447,22.0
8071,24038,0,5.370408163,7.8,10.0,,
8072,24039,0,5.015063063,6.317391304,138.0,82.202523014,22.0
8073,24042,0,4.815652174,,,,
8074,24043,0,4.772935065,7.203602694,297.0,82.3048073645,21.0
8075,24044,0,3.05,,,,
8076,24045,0,5.756578947,7.727340824,267.0,82.338902148,8.0
8077,24046,0,5.466666667,16.3,2.0,,
8078,24047,0,4.844065041,6.13362069,232.0,82.3729969315,30.0
8079,24052,0,7.625,59.575,4.0,,
8080,24053,0,5.383333333,7.668181818,165.0,82.5093760655,2.0
8081,24054,0,6.016666667,,,,
8082,24055,0,3.152044199,6.008478261,92.0,82.543470849,175.0
8083,24058,0,24.8,3.3,3.0,,
8084,24059,0,6.3574375,9.093508772,285.0,82.611660416,26.0
8085,24060,0,5.172727273,47.3,2.0,,
8086,24061,0,4.431845426,6.81,190.0,82.679849983,27.0
8087,24072,0,4.9,3.4,2.0,,
8088,24073,0,4.27320197,6.133455882,272.0,82.9185134674,16.0
8089,24074,0,3.927777778,71.2,3.0,,
8090,24075,0,4.35442217,7.376007905,253.0,82.9526082509,
8091,24076,0,4.733333333,8.65,2.0,,
8092,24077,0,4.242009132,5.359444444,126.0,82.9867030344,10.0
8093,24082,0,4.228,,,,
8094,24083,0,4.179822485,11.45842697,89.0,83.1230821684,54.0
8095,24084,0,2.625,33.52,5.0,,
8096,24085,0,4.849094488,6.665507246,138.0,83.1571769519,79.0
8097,24086,0,3.375,,,,
8098,24087,0,4.829315068,4.58005848,171.0,83.1912717354,12.0
8099,24092,0,6.216666667,12.26666667,3.0,,
8100,24093,0,6.861848875,11.0600939,213.0,83.3276508694,
8101,24094,0,8.057142857,13.0,1.0,,
8102,24095,0,5.274736211,10.42335329,167.0,83.3617456529,14.0
8103,24096,0,6.646666667,25.53571429,14.0,,
8104,24097,0,4.428326848,7.184492188,256.0,83.3958404364,
8105,24102,0,3.2,88.5,1.0,,
8106,24103,0,5.19988417,5.768888889,225.0,83.5322195704,2.0
8107,24104,0,5.672727273,12.03333333,3.0,,
8108,24105,0,4.098834197,10.65548387,124.0,83.5663143539,
8109,24106,0,1.284,17.45,4.0,,
8110,24107,0,4.786679104,7.171502591,193.0,83.6004091374,6.0
8111,24110,0,5.975217391,3.666666667,3.0,,
8112,24111,0,4.916004016,9.502039474,152.0,83.7026934879,
8113,24114,0,3.766666667,11.28888889,9.0,,
8114,24115,0,4.764968421,5.948708487,271.0,83.7708830549,4.0
8115,24122,0,8.501333333,40.85,2.0,,
8116,24123,0,4.406070826,6.077011494,174.0,83.9413569724,8.0
8117,24130,0,4.166666667,10.8,1.0,,
8118,24131,0,5.55592,11.61052632,57.0,84.1118308899,5.0
8119,24140,0,3.95,9.1,2.0,,
8120,24141,0,3.591905444,6.420483871,186.0,84.3163995909,43.0
8121,24142,0,3.642857143,30.0,1.0,,
8122,24143,0,5.49650655,12.97462687,67.0,84.3504943744,6.0
8123,24144,0,4.533333333,21.15,14.0,,
8124,24145,0,4.64095624,14.02564103,273.0,84.3845891579,49.0
8125,24146,0,8.0,26.05,2.0,,
8126,24147,0,4.927114094,11.23293413,167.0,84.4186839414,45.0
8127,24148,0,4.425,,,,
8128,24149,0,3.437083333,9.99375,64.0,84.4527787249,12.0
8129,24150,0,5.2,,,,
8130,24151,0,5.048980322,9.754444444,180.0,84.5209682919,11.0
8131,24154,0,7.4,,,,
8132,24155,0,4.414833597,7.013186813,182.0,84.5891578588,16.0
8133,24164,0,7.807692308,8.5,2.0,,
8134,24165,0,3.735290323,5.817808219,146.0,41.6216216216,25.0
8135,24178,0,3.55,15.55,4.0,,
8136,24179,0,5.111618257,6.6144,125.0,41.8738738739,13.0
8137,24182,0,6.092307692,26.625,4.0,,
8138,24183,0,3.875947137,5.868518519,54.0,41.9459459459,34.0
8139,24190,0,4.0,22.28333333,6.0,,
8140,24191,0,4.257776398,9.04042654,211.0,42.0900900901,21.0
8141,24192,0,9.625,2.8,1.0,,
8142,24193,0,4.208708661,7.515384615,91.0,42.1261261261,10.0
8143,24194,0,4.15,56.23333333,3.0,,
8144,24195,0,3.109685393,5.814545455,99.0,42.1621621622,25.0
8145,24202,0,3.75,24.625,4.0,,
8146,24203,0,3.743385714,5.813245033,151.0,42.3063063063,12.0
8147,24204,0,6.33,,,,
8148,24205,0,5.833884298,12.32073171,82.0,42.3423423423,
8149,24206,0,4.122222222,,,,
8150,24207,0,4.055320334,9.340740741,189.0,42.3783783784,
8151,24208,0,5.783333333,44.53333333,3.0,,
8152,24209,0,4.140710744,6.494680851,94.0,42.4144144144,19.0
8153,24210,0,2.974545455,1.8,1.0,,
8154,24211,0,4.442842105,6.045512821,156.0,42.4504504505,
8155,24212,0,5.78,0.3,1.0,,
8156,24213,0,4.31347561,4.272807018,228.0,42.4864864865,57.0
8157,24216,0,5.78,,,,
8158,24217,0,4.888224299,5.230434783,184.0,42.5585585586,6.0
8159,24218,0,7.588888889,1.933333333,3.0,,
8160,24219,0,3.828326489,7.97822695,141.0,42.5945945946,40.0
8161,24222,0,4.133333333,,,,
8162,24223,0,4.428,14.49647059,85.0,42.6666666667,2.0
8163,24226,0,5.121428571,,,,
8164,24227,0,3.463947052,6.044444444,18.0,42.7387387387,15.0
8165,24230,0,5.233333333,,,,
8166,24231,0,4.51875,8.344634146,123.0,42.8108108108,48.0
8167,24234,0,6.109756098,16.02307692,13.0,,
8168,24235,0,5.806706349,5.957124183,153.0,42.8828828829,
8169,24238,0,4.186363636,17.1,2.0,,
8170,24239,0,3.87708286,4.113043478,115.0,42.954954955,69.0
8171,24246,0,4.542857143,25.23333333,6.0,,
8172,24247,0,4.889241486,6.558888889,279.0,43.0630630631,73.0
8173,24252,0,5.2,2.8,1.0,,
8174,24253,0,6.454803922,4.636170213,141.0,43.1711711712,8.0
8175,24256,0,4.5875,6.5,1.0,,
8176,24257,0,4.711003086,6.995196507,229.0,43.2432432432,39.0
8177,24260,0,4.055,3.5,1.0,,
8178,24261,0,3.207497062,4.460526316,76.0,43.3153153153,19.0
8179,24262,0,4.5,3.25,2.0,,
8180,24263,0,4.18625966,7.132824427,131.0,43.3513513514,27.0
8181,24264,0,7.68,4.0,1.0,,
8182,24265,0,4.155007112,9.088235294,68.0,43.3873873874,8.0
8183,24284,0,5.7,,,,
8184,24285,0,3.517387543,7.554545455,55.0,43.7477477477,2.0
8185,24292,0,6.575,16.13333333,3.0,,
8186,24293,0,5.4465,5.544520548,146.0,43.8918918919,78.0
8187,24298,0,5.4,4.9,1.0,,
8188,24299,0,5.124058824,8.888111111,90.0,44.0,
8189,24310,0,1.8,17.16666667,3.0,,
8190,24311,0,4.344906542,10.97368421,171.0,44.2162162162,
8191,24326,0,6.676923077,5.8,1.0,,
8192,24327,0,5.583835052,10.05045455,220.0,44.5045045045,
8193,24330,0,6.527777778,23.2,2.0,,
8194,24331,0,3.604207921,5.446725664,113.0,44.5765765766,114.0
8195,24354,0,3.4,15.15,2.0,,
8196,24355,0,4.284425428,6.581818182,22.0,44.972972973,8.0
8197,24356,0,6.31875,81.1,2.0,,
8198,24357,0,4.734568421,7.983464567,127.0,45.009009009,2.0
8199,24360,0,4.3875,20.3,3.0,,
8200,24361,0,4.728362069,7.532653061,98.0,45.0810810811,52.0
8201,24362,0,4.343409091,9.583333333,12.0,,
8202,24363,0,5.077806452,8.478537736,212.0,45.1171171171,36.0
8203,24364,0,2.766666667,,,,
8204,24365,0,5.257725118,7.811377246,167.0,45.1531531532,10.0
8205,24366,0,4.444444444,24.5,5.0,,
8206,24367,0,4.829473684,7.076986301,146.0,45.1891891892,43.0
8207,24368,0,8.56,27.33333333,3.0,,
8208,24369,0,4.163448753,4.904122137,131.0,45.2252252252,
8209,24380,0,3.885714286,23.56666667,3.0,,
8210,24381,0,4.113775168,9.606327684,177.0,45.4414414414,86.0
8211,24384,0,4.21,12.4,1.0,,
8212,24385,0,4.024148297,9.903097345,226.0,45.5135135135,2.0
8213,24386,0,8.0875,3.9,2.0,,
8214,24387,0,4.403083573,7.686864407,118.0,45.5495495495,
8215,24388,0,8.4,15.55,2.0,,
8216,24389,0,4.347571885,7.61848,125.0,45.5855855856,
8217,24390,0,9.425,,,,
8218,24391,0,4.303429752,8.006282723,191.0,45.6216216216,76.0
8219,24392,0,6.066666667,23.9,2.0,,
8220,24393,0,5.116125908,7.711235955,89.0,45.6576576577,7.0
8221,24396,0,25.8275,13.36666667,3.0,,
8222,24397,0,4.7816,6.691131387,274.0,45.7297297297,30.0
8223,24398,0,18.76666667,5.1,1.0,,
8224,24399,0,5.155883838,7.133576642,137.0,45.7657657658,14.0
8225,24402,0,5.313684211,2.3,1.0,,
8226,24403,0,4.420609524,5.959770115,87.0,45.8378378378,18.0
8227,24414,0,5.633333333,,,,
8228,24415,0,3.512879377,6.415581395,86.0,46.0540540541,29.0
8229,24428,0,6.53,,,,
8230,24429,0,4.248927336,6.388037037,270.0,46.3063063063,
8231,24434,0,3.443333333,17.025,8.0,,
8232,24435,0,2.895419501,5.351162791,43.0,46.4144144144,82.0
8233,24436,0,8.966666667,29.4,7.0,,
8234,24437,0,3.783119358,5.170175439,171.0,46.4504504505,14.0
8235,24442,0,6.728571429,149.95,2.0,,
8236,24443,0,4.930498221,8.244155844,77.0,46.5585585586,19.0
8237,24446,0,5.9,5.8,2.0,,
8238,24447,0,5.397782027,5.938651685,89.0,46.6306306306,19.0
8239,24448,0,2.6,30.0,3.0,,
8240,24449,0,3.913393393,9.589936306,157.0,46.6666666667,
8241,24460,0,3.314166667,3.166666667,3.0,,
8242,24461,0,5.958658537,8.498780488,164.0,46.8828828829,
8243,24464,0,2.533333333,5.0,2.0,,
8244,24465,0,4.380903361,4.577192982,114.0,46.954954955,10.0
8245,24476,0,3.925,28.0,1.0,,
8246,24477,0,4.795535466,10.80985915,142.0,47.1711711712,24.0
8247,24482,0,6.254545455,29.925,4.0,,
8248,24483,0,4.795135952,10.02238095,84.0,47.2792792793,18.0
8249,24496,0,5.25,28.42608696,23.0,,
8250,24497,0,4.779684211,6.434177215,79.0,47.5315315315,4.0
8251,24498,0,6.166666667,16.2,2.0,,
8252,24499,0,3.900344828,5.440989011,91.0,47.5675675676,18.0
8253,24504,0,5.6625,1.0,1.0,,
8254,24505,0,5.119608939,7.585211268,142.0,47.6756756757,2.0
8255,24514,0,5.6,7.0,2.0,,
8256,24515,0,4.590554529,6.347692308,130.0,47.8558558559,
8257,24520,0,3.763157895,12.06666667,3.0,,
8258,24521,0,4.003551402,4.627848837,172.0,47.963963964,67.0
8259,24524,0,6.4,24.5,1.0,,
8260,24525,0,4.600270603,5.027,100.0,48.036036036,102.0
8261,24534,0,3.175,,,,
8262,24535,0,4.486930693,7.982201835,109.0,60.396039604,44.0
8263,24538,0,4.933333333,25.66666667,6.0,,
8264,24539,0,4.366315789,6.660522388,134.0,48.2522522523,48.0
8265,24542,0,5.2125,2.9,1.0,,
8266,24543,0,5.041715328,7.645238095,84.0,48.3243243243,69.0
8267,24548,0,8.55,6.8,1.0,,
8268,24549,0,5.103397213,6.435331126,302.0,48.4324324324,
8269,24550,0,3.717692308,,,,
8270,24551,0,3.741889036,6.390140845,71.0,48.4684684685,67.0
8271,24554,0,3.84,14.4,2.0,,
8272,24555,0,4.724315992,6.385333333,105.0,48.5405405405,30.0
8273,24564,0,10.22727273,5.8,1.0,,
8274,24565,0,3.473555046,6.528826531,196.0,48.7207207207,2.0
8275,24566,0,4.525,,,,
8276,24567,0,5.738018519,8.239915966,119.0,48.7567567568,18.0
8277,24576,0,5.457142857,8.6,1.0,,
8278,24577,0,4.088632219,6.198274336,226.0,48.9369369369,26.0
8279,24580,0,9.09,30.95,4.0,,
8280,24581,0,4.718873039,6.230188679,106.0,49.009009009,52.0
8281,24590,0,8.075,28.0,2.0,,
8282,24591,0,4.8446,5.745070423,142.0,49.1891891892,13.0
8283,24600,0,5.171428571,11.675,4.0,,
8284,24601,0,5.546607495,6.679738562,153.0,49.3693693694,
8285,24616,0,4.061111111,,,,
8286,24617,0,4.552957486,7.897849462,186.0,49.6576576577,2.0
8287,24656,0,3.7,3.8,1.0,,
8288,24657,0,2.775692935,5.298051948,77.0,50.3783783784,68.0
8289,24664,0,7.884615385,79.2,1.0,,
8290,24665,0,5.340646067,11.35831325,166.0,50.5225225225,4.0
8291,24666,0,6.294117647,18.68571429,7.0,,
8292,24667,0,5.882559055,6.814201183,169.0,50.5585585586,11.0
8293,24690,0,3.866666667,55.3,4.0,,
8294,24691,0,3.759098712,5.654583333,72.0,50.990990991,54.0
8295,24696,0,5.958333333,3.5,1.0,,
8296,24697,0,4.147553957,6.640073529,136.0,51.0990990991,
8297,24702,0,5.8,32.47142857,7.0,,
8298,24703,0,5.368917836,7.164090909,88.0,51.2072072072,26.0
8299,24706,0,22.37533333,,,,
8300,24707,0,4.248114187,7.137951807,83.0,51.2792792793,35.0
8301,24708,0,,,,,
8302,24709,0,6.006230032,7.707,100.0,51.3153153153,1.0
8303,24714,0,1.333333333,52.0,1.0,,
8304,24715,0,4.630334572,5.3725,120.0,51.4234234234,
8305,24720,0,7.264285714,4.5,1.0,,
8306,24721,0,5.293356048,7.178632479,117.0,51.5315315315,10.0
8307,24724,0,4.14,15.525,4.0,,
8308,24725,0,4.326772727,5.675394737,76.0,51.6036036036,45.0
8309,24730,0,6.718181818,,,,
8310,24731,0,4.552789474,6.628461538,130.0,51.7117117117,84.0
8311,24736,0,2.969230769,17.79,10.0,,
8312,24737,0,4.656712329,9.290825688,109.0,51.8198198198,9.0
8313,24742,0,10.5,7.3,1.0,,
8314,24743,0,4.854380165,6.115972222,144.0,51.9279279279,49.0
8315,24748,0,2.872727273,,,,
8316,24749,0,5.665071023,9.044186047,129.0,52.036036036,126.0
8317,24756,0,6.614285714,18.7,1.0,,
8318,24757,0,4.674676056,9.341176471,119.0,52.1801801802,34.0
8319,24764,0,2.69,5.0,1.0,,
8320,24765,0,4.208533917,5.518939394,198.0,52.3243243243,38.0
8321,24770,0,4.653333333,26.75,2.0,,
8322,24771,0,3.589089457,8.219888889,90.0,52.4324324324,75.0
8323,24772,0,3.28,11.5,1.0,,
8324,24773,0,3.572082228,14.07891892,37.0,52.4684684685,10.0
8325,24774,0,5.533333333,13.13333333,3.0,,
8326,24775,0,3.87328084,7.416969697,66.0,52.5045045045,8.0
8327,24778,0,4.211111111,4.025,4.0,,
8328,24779,0,4.86849835,8.489285714,84.0,52.5765765766,16.0
8329,24782,0,9.76,13.0,2.0,,
8330,24783,0,3.812207358,5.763402778,144.0,52.6486486486,12.0
8331,24784,0,7.530769231,24.68,5.0,,
8332,24785,0,3.615191388,4.605882353,85.0,52.6846846847,24.0
8333,24790,0,2.15,,,,
8334,24791,0,4.657569061,14.59009009,111.0,60.6435643564,165.0
8335,24792,0,4.924615385,14.76666667,3.0,,
8336,24793,0,5.067037037,6.986885246,122.0,52.7927927928,17.0
8337,24798,0,4.654545455,14.3,1.0,,
8338,24799,0,3.551964018,4.415652174,69.0,52.9009009009,32.0
8339,24802,0,4.1,0.5,1.0,,
8340,24803,0,4.814717514,9.403272727,220.0,52.9369369369,73.0
8341,24804,0,4.16,,,,
8342,24805,0,4.136897196,6.585714286,140.0,52.972972973,17.0
8343,24818,0,5.123333333,22.6,2.0,,
8344,24819,0,5.327605634,6.571296296,108.0,53.2252252252,18.0
8345,24822,0,4.39,,,,
8346,24823,0,3.567866894,7.695121951,82.0,53.2972972973,2.0
8347,24824,0,4.8625,28.0,1.0,,
8348,24825,0,2.853813869,4.364583333,48.0,53.3333333333,37.0
8349,24826,0,4.369090909,12.46,10.0,,
8350,24827,0,3.403333333,4.496774194,93.0,53.3693693694,71.0
8351,24828,0,5.466666667,2.5,2.0,,
8352,24829,0,3.774875312,4.81125,80.0,53.4054054054,67.0
8353,24836,0,3.99,4.3,1.0,,
8354,24837,0,5.005982405,14.73461538,78.0,53.5495495495,22.0
8355,24842,0,5.15,8.4,3.0,,
8356,24843,0,4.678962264,7.34966443,149.0,53.6576576577,47.0
8357,24844,0,4.86,,,,
8358,24845,0,4.453786848,9.333614458,166.0,53.6936936937,26.0
8359,24862,0,5.1,,,,
8360,24863,0,3.807945055,9.133296703,91.0,54.018018018,3.0
8361,24866,0,4.523529412,,,,
8362,24867,0,3.175615491,4.211556604,212.0,54.0900900901,27.0
8363,24870,0,4.288888889,3.5,1.0,,
8364,24871,0,5.215879121,5.540338983,236.0,54.1621621622,4.0
8365,24874,0,4.233333333,61.5,1.0,,
8366,24875,0,5.061421053,5.846428571,112.0,54.2342342342,
8367,24882,0,5.504545455,14.0,1.0,,
8368,24883,0,3.796138855,6.234848485,66.0,54.3783783784,92.0
8369,24894,0,53.3,,,,
8370,24895,0,2.764844517,7.323076923,52.0,54.5945945946,8.0
8371,24902,0,3.031818182,2.0,1.0,,
8372,24903,0,4.652723147,9.790265487,113.0,54.7387387387,15.0
8373,24908,0,8.216666667,1.5,1.0,,
8374,24909,0,4.201238472,6.103030303,132.0,54.8468468468,21.0
8375,24910,0,5.075,,,,
8376,24911,0,4.419761499,7.280310881,193.0,54.8828828829,8.0
8377,24936,0,8.88,,,,
8378,24937,0,5.185694761,8.171724138,145.0,55.3513513514,20.0
8379,24944,0,3.93,11.225,4.0,,
8380,24945,0,5.419075501,7.915464481,183.0,55.4954954955,15.0
8381,24946,0,6.975,,,,
8382,24947,0,4.386852174,4.553548387,155.0,55.5315315315,85.0
8383,24950,0,5.192307692,5.4,1.0,,
8384,24951,0,4.886080402,5.32577381,168.0,55.6036036036,18.0
8385,24958,0,3.95,10.8,1.0,,
8386,24959,0,3.721502242,8.051666667,60.0,55.7477477477,
8387,24960,0,2.958333333,4.5,1.0,,
8388,24961,0,3.935240385,14.75588235,34.0,55.7837837838,17.0
8389,24964,0,4.154166667,2.0,1.0,,
8390,24965,0,3.396129442,3.954102564,117.0,55.8558558559,57.0
8391,24970,0,5.211111111,22.3,1.0,,
8392,24971,0,5.499381443,8.424475524,143.0,55.963963964,7.0
8393,24974,0,3.777777778,15.63333333,3.0,,
8394,24975,0,6.004214464,11.16847826,138.0,56.036036036,55.0
8395,24976,0,5.282857143,32.65,2.0,,
8396,24977,0,5.932831541,7.978947368,171.0,56.0720720721,
8397,24982,0,4.583333333,13.65,2.0,,
8398,24983,0,3.941283988,6.367785235,149.0,56.1801801802,112.0
8399,24984,0,6.84,29.56428571,14.0,,
8400,24985,0,4.636551724,7.325315985,269.0,56.2162162162,
8401,24988,0,3.962222222,17.9,1.0,,
8402,24989,0,3.997062374,6.205072464,138.0,56.2882882883,46.0
8403,24994,0,3.314285714,16.15,2.0,,
8404,24995,0,3.767723214,4.559047619,105.0,56.3963963964,32.0
8405,25004,0,2.395454545,,,,
8406,25005,0,5.263608696,8.9569,100.0,56.5765765766,41.0
8407,25008,0,6.4,4.5,1.0,,
8408,25009,0,4.978707317,6.281005587,179.0,56.6486486486,4.0
8409,25010,0,7.6,18.75,2.0,,
8410,25011,0,5.534972171,8.783333333,90.0,56.6846846847,
8411,25012,0,9.575,,,,
8412,25013,0,4.61725777,7.463829787,94.0,56.7207207207,29.0
8413,25016,0,4.9125,36.0,1.0,,
8414,25017,0,5.853636364,8.771444444,90.0,56.7927927928,11.0
8415,25020,0,5.3,,,,
8416,25021,0,5.103577465,10.59777778,45.0,56.8648648649,
8417,25028,0,6.743,9.471428571,7.0,,
8418,25029,0,4.54202381,5.298969697,165.0,57.009009009,10.0
8419,25044,0,3.988888889,17.3,1.0,,
8420,25045,0,5.35628866,10.2047619,105.0,57.2972972973,
8421,25048,0,20.0,1.6,2.0,,
8422,25049,0,5.48912037,10.72888889,90.0,57.3693693694,105.0
8423,25060,0,3.7,,,,
8424,25061,0,4.776307978,5.004444444,180.0,57.5495495495,35.0
